#{"t_start": 1767367484.0701704, "env_id": "None"}
r,l,t
114.0,109,2500.389073
-8.0,47,2500.590335
111.25,107,2501.073922
-8.0,47,2501.244591
113.0,108,2501.683131
115.0,109,2502.13842
115.25,109,2502.576414
113.0,109,2503.058783
114.75,109,2503.480564
112.0,108,2503.917559
114.75,109,2504.343391
113.75,109,2504.810354
-8.0,47,2505.034979
115.5,109,2505.486931
-10.5,46,2505.690778
110.25,107,2506.147872
-8.0,47,2510.304775
110.25,108,2510.773419
-8.0,47,2511.015563
115.5,109,2511.487156
109.75,107,2511.9674
115.5,109,2512.446637
116.0,109,2512.942981
114.75,109,2513.439872
-8.75,47,2513.65891
-8.0,47,2513.854758
114.5,109,2514.357547
113.5,109,2514.85656
114.75,109,2515.32853
112.0,108,2515.78861
112.0,107,2516.25209
-8.0,47,2516.450397
113.25,108,2516.916328
112.0,108,2517.387381
115.5,109,2517.85171
115.5,109,2518.319334
111.0,107,2518.777145
110.5,107,2519.254422
112.5,109,2523.826693
113.75,109,2524.321615
-8.0,47,2524.52833
113.75,109,2525.05105
110.0,107,2525.527817
-8.0,47,2525.749171
-8.5,47,2525.974708
-8.0,47,2526.166926
110.5,107,2526.639345
114.5,109,2527.116161
-8.5,47,2527.31248
-8.0,47,2527.51936
111.5,107,2527.972926
114.0,109,2528.477566
-8.0,47,2528.683372
115.5,109,2529.13621
-8.0,47,2529.327299
112.75,108,2529.822825
115.5,109,2530.292073
116.0,109,2530.741483
115.0,109,2531.222262
114.75,109,2531.72438
113.5,109,2532.244775
-8.75,47,2532.438034
-8.0,47,2536.545683
113.25,109,2537.009894
-8.0,47,2537.208227
110.75,107,2537.688101
113.0,108,2538.12853
111.5,107,2538.594035
-8.75,47,2538.802006
116.0,109,2539.27852
115.0,109,2539.757501
112.75,109,2540.22676
110.25,107,2540.622071
110.75,107,2541.066124
116.0,109,2541.546212
113.75,109,2542.064242
114.75,109,2542.554861
-8.0,47,2542.761712
113.75,109,2543.213562
111.5,107,2543.68755
114.5,109,2544.177202
-8.0,47,2544.391476
112.5,109,2544.869078
114.5,109,2549.244818
116.0,109,2549.721323
114.5,109,2550.205639
115.0,109,2550.675513
-8.0,47,2550.917454
112.0,107,2551.410728
-10.5,46,2551.621028
-8.0,47,2551.826335
112.5,108,2552.295745
109.25,107,2552.777875
-8.75,47,2552.97322
-8.0,47,2553.185699
-8.5,47,2553.404579
114.5,109,2553.94128
113.25,109,2554.409465
114.5,109,2554.891603
-8.75,47,2555.084789
-8.75,47,2555.275904
112.75,108,2555.713336
114.5,109,2556.177761
115.0,109,2556.629573
114.0,109,2557.07935
-8.0,47,2557.309407
109.75,107,2557.795683
115.25,109,2562.139814
113.0,109,2562.576597
111.25,107,2563.036925
113.25,109,2563.506499
113.5,109,2563.971981
113.0,110,2564.415103
110.5,107,2564.872713
111.0,107,2565.338242
-8.0,47,2565.559241
-8.0,47,2565.760321
114.5,109,2566.235846
114.5,109,2566.693848
-8.0,47,2566.890576
110.5,107,2567.339577
114.5,109,2567.779394
-8.0,47,2567.977197
115.0,109,2568.471193
-8.0,47,2568.683178
-8.0,47,2568.868011
114.25,109,2569.332297
112.5,109,2569.798201
111.0,107,2570.284898
-8.0,47,2570.508118
115.5,109,2575.036757
-8.0,47,2575.233212
-8.5,47,2575.440031
115.0,109,2575.875856
112.25,108,2576.362683
115.0,109,2576.815732
110.0,107,2577.302992
114.75,109,2577.781892
113.5,108,2578.223037
-8.0,47,2578.42539
-8.0,47,2578.629324
-11.75,46,2578.8198
-8.0,47,2579.052696
-8.5,47,2579.250672
-8.0,47,2579.458883
-8.0,47,2579.648195
114.0,109,2580.102265
112.25,109,2580.576005
113.0,109,2581.050866
-8.5,47,2581.247039
116.0,109,2581.71851
111.75,109,2582.208201
-8.0,47,2582.404027
114.25,109,2582.883405
-8.5,47,2583.065735
115.5,109,2583.544581
-8.0,47,2587.785683
-8.0,47,2587.982464
-8.0,47,2588.218113
113.25,109,2588.684572
113.25,109,2589.146174
114.25,109,2589.621376
114.75,109,2590.097322
-8.0,47,2590.28653
-8.0,47,2590.494293
110.75,107,2590.972481
-8.0,47,2591.192601
113.5,109,2591.671954
115.5,109,2592.156228
116.0,109,2592.656053
-8.0,47,2592.856486
113.75,109,2593.320469
-8.75,47,2593.549199
-8.0,47,2593.734744
111.25,108,2594.21939
113.25,109,2594.645105
114.5,109,2595.124462
-8.0,47,2595.327835
114.75,109,2595.857596
116.0,109,2596.31884
-8.5,47,2596.510475
114.25,109,2601.001567
-10.5,46,2601.214679
-10.5,46,2601.416566
-8.0,47,2601.617419
-8.75,47,2601.830367
113.75,109,2602.316976
110.75,107,2602.805596
111.5,107,2603.24082
110.75,108,2603.741968
110.75,108,2604.235782
-8.75,47,2604.446048
-8.5,47,2604.667786
111.5,107,2605.120325
-8.0,47,2605.313871
110.75,107,2605.789896
-8.0,47,2605.982838
114.25,109,2606.452689
-8.0,47,2606.670041
114.25,109,2607.164569
114.25,109,2607.637658
-8.0,47,2607.836067
110.5,107,2608.283312
114.25,109,2608.767137
111.25,108,2609.225408
114.5,109,2613.62909
114.75,109,2614.090561
-8.0,47,2614.303462
-8.0,47,2614.533354
-8.0,47,2614.731713
114.0,109,2615.238775
111.75,108,2615.699477
115.5,109,2616.200279
-8.0,47,2616.419481
115.5,109,2616.898624
115.5,109,2617.368733
-8.0,47,2617.589143
114.5,109,2618.036845
111.5,108,2618.501232
112.0,107,2618.986082
-8.0,47,2619.178911
112.0,107,2619.646026
-8.75,47,2619.857405
-8.0,47,2620.066363
111.5,107,2620.513961
113.5,109,2620.96048
-8.0,47,2621.149
110.5,107,2621.613667
-8.0,47,2621.807509
111.5,107,2622.33095
116.0,109,2626.684489
-8.0,47,2626.888081
-8.0,47,2627.105335
113.5,109,2627.600675
-8.75,47,2627.816935
114.5,109,2628.294439
111.5,107,2628.784518
111.75,108,2629.265768
112.5,108,2629.756292
109.75,107,2630.241215
-8.0,47,2630.45283
115.5,109,2630.933903
115.0,109,2631.367116
114.0,109,2631.878675
-8.75,47,2632.086723
114.75,109,2632.605171
112.25,108,2633.098016
114.25,109,2633.576224
-8.0,47,2633.78008
115.5,109,2634.242838
111.75,108,2634.717971
115.5,109,2635.168174
-8.5,47,2635.356091
114.25,109,2639.662724
115.0,109,2640.142071
116.0,109,2640.637031
110.5,107,2641.137718
-8.0,47,2641.354532
110.75,107,2641.837754
-8.5,47,2642.047034
-8.0,47,2642.257968
111.5,107,2642.740606
113.75,109,2643.245969
114.25,109,2643.742341
114.75,109,2644.220412
111.0,107,2644.678041
115.0,109,2645.184064
112.0,109,2645.694466
113.75,109,2646.168426
-8.5,47,2646.360606
-8.0,47,2646.554563
115.5,109,2647.04787
114.5,109,2647.530391
115.5,109,2648.017229
-8.0,47,2648.215967
114.75,109,2652.701528
114.0,109,2653.163413
-8.5,47,2653.352795
-8.0,47,2653.578243
113.25,109,2654.05506
114.25,109,2654.479948
-8.0,47,2654.66097
-8.0,47,2654.860645
112.5,109,2655.399399
114.5,109,2655.880455
114.5,109,2656.336851
-8.0,47,2656.53615
-8.0,47,2656.744233
-8.0,47,2656.939868
113.25,109,2657.413299
111.5,107,2657.845688
110.75,107,2658.296818
111.25,107,2658.782822
114.5,109,2659.245764
113.25,109,2659.713992
-8.0,47,2659.910558
-8.5,47,2660.098074
114.75,109,2660.515305
114.0,109,2660.976293
114.25,109,2665.597294
109.75,107,2666.058751
115.0,109,2666.490469
114.25,109,2667.020191
-8.0,47,2667.224166
115.0,109,2667.711144
113.5,109,2668.178974
110.75,107,2668.649055
113.5,109,2669.139206
114.0,109,2669.638043
-8.0,47,2669.835096
112.0,107,2670.318198
-8.5,47,2670.528949
114.25,109,2671.039613
112.25,108,2671.500387
-8.0,47,2671.714699
111.0,107,2672.205312
110.75,107,2672.652341
112.5,108,2673.156989
-8.0,47,2673.346255
111.25,108,2673.825109
114.5,109,2674.285595
116.0,109,2679.002845
114.5,109,2679.418409
-8.75,47,2679.628116
-8.0,47,2679.845609
111.5,108,2680.338088
-8.0,47,2680.528419
113.75,109,2681.024764
-8.0,47,2681.227536
-8.0,47,2681.454474
114.0,109,2681.960742
113.25,108,2682.422503
114.5,109,2682.916449
109.5,107,2683.366718
-10.5,46,2683.562594
112.0,107,2684.046856
115.0,109,2684.499938
115.0,109,2684.965776
116.0,109,2685.429801
115.0,109,2685.920604
116.0,109,2686.391634
114.0,109,2686.858307
115.0,109,2687.354576
112.75,108,2691.829647
115.0,109,2692.270525
111.0,107,2692.73053
112.0,107,2693.195873
-8.0,47,2693.407697
114.0,109,2693.887176
114.25,109,2694.356464
115.5,109,2694.810267
114.75,109,2695.236698
-8.0,47,2695.450827
113.5,109,2695.919883
-8.0,47,2696.131279
-8.0,47,2696.32643
116.0,109,2696.811523
-8.0,47,2697.041102
-8.0,47,2697.259424
115.5,109,2697.68014
113.75,109,2698.097826
111.5,107,2698.52697
-8.0,47,2698.725548
111.75,108,2699.210832
114.5,109,2699.694521
111.5,107,2700.179084
114.75,109,2704.752139
114.5,109,2705.241735
114.25,109,2705.74596
112.0,107,2706.211116
-8.0,47,2706.43804
-8.0,47,2706.642769
-8.0,47,2706.849813
-8.0,47,2707.055105
111.25,107,2707.48744
114.25,109,2707.975426
113.75,109,2708.440368
113.25,109,2708.949896
115.0,109,2709.458648
115.25,109,2709.96124
-8.0,47,2710.161887
-8.0,47,2710.370786
113.75,109,2710.834198
-8.0,47,2711.068267
108.75,107,2711.554889
111.25,107,2712.054012
113.0,109,2712.572973
-8.0,47,2712.798627
115.0,109,2713.292743
-8.0,47,2713.498047
-8.0,47,2713.666604
114.75,109,2718.072308
115.5,109,2718.610187
-8.0,47,2718.81308
-8.0,47,2719.048978
115.5,109,2719.529449
111.25,107,2719.980726
-8.0,47,2720.19996
116.0,109,2720.631851
115.5,109,2721.089139
116.0,109,2721.587722
116.0,109,2722.07081
110.5,107,2722.501244
-8.5,47,2722.703031
-8.0,47,2722.909222
110.0,107,2723.353687
-8.0,47,2723.592722
112.75,109,2724.03401
-8.0,47,2724.215672
-8.0,47,2724.405956
-8.0,47,2724.599546
-8.0,47,2724.795084
111.5,107,2725.21398
-8.5,47,2725.418662
-8.0,47,2725.62288
115.25,109,2726.045655
111.5,107,2730.560452
-8.0,47,2730.775293
-8.0,47,2731.001663
115.5,109,2731.479021
115.0,109,2731.973942
111.0,107,2732.449416
111.5,107,2732.9184
115.5,109,2733.402179
-8.75,47,2733.635998
112.0,108,2734.097771
-8.0,47,2734.292331
111.5,107,2734.767445
-8.0,47,2734.977826
114.5,109,2735.442815
-8.0,47,2735.658163
-8.75,47,2735.862938
111.5,107,2736.318315
-8.0,47,2736.521287
113.25,108,2736.974827
116.0,109,2737.444763
116.0,109,2737.92191
-8.0,47,2738.155798
110.5,107,2738.615054
-8.0,47,2738.817007
115.0,109,2739.300405
115.25,109,2743.658213
116.0,109,2744.128159
114.5,109,2744.63052
112.75,108,2745.108918
111.25,107,2745.573441
115.0,109,2746.031409
115.25,109,2746.494764
116.25,110,2746.984164
-8.0,47,2747.194403
-8.0,47,2747.397533
-8.5,47,2747.617695
115.0,109,2748.082424
115.5,109,2748.57289
-8.0,47,2748.784793
-10.5,46,2749.002711
111.25,107,2749.488379
111.0,107,2749.945101
-8.5,47,2750.147081
112.25,108,2750.625815
-8.0,47,2750.816002
113.25,108,2751.293943
-8.0,47,2751.508988
115.5,109,2751.994154
-8.0,47,2752.203755
-8.0,47,2756.442201
111.5,107,2756.922367
-8.5,47,2757.129366
112.5,109,2757.628671
-8.0,47,2757.828916
114.5,109,2758.31947
114.0,109,2758.793361
-8.75,47,2758.994865
115.25,109,2759.487044
116.0,109,2759.976635
115.5,109,2760.484977
112.25,108,2760.953093
114.75,109,2761.440459
114.75,109,2761.933918
-8.0,47,2762.131002
115.25,109,2762.607109
115.0,109,2763.064178
113.25,108,2763.57423
113.0,109,2764.04822
-8.0,47,2764.257847
-8.0,47,2764.47286
-8.0,47,2764.669736
-8.0,47,2764.861583
115.0,109,2765.339592
110.5,107,2770.038126
114.0,108,2770.509332
112.0,107,2770.995864
116.0,109,2771.493607
114.75,109,2771.9648
114.5,109,2772.429353
114.75,109,2772.873239
111.25,107,2773.354154
114.25,109,2773.806802
115.5,109,2774.279719
114.5,109,2774.718623
110.75,107,2775.163329
110.75,107,2775.642599
115.25,109,2776.10835
115.5,109,2776.599979
110.0,107,2777.055991
113.25,108,2777.548193
110.25,107,2778.07721
-8.0,47,2778.280184
113.0,109,2782.779698
-8.0,47,2782.981129
-8.0,47,2783.165125
-8.0,47,2783.372186
111.0,107,2783.859921
-8.0,47,2784.070029
116.0,109,2784.553934
116.0,109,2785.03375
116.0,109,2785.505817
115.0,109,2786.004686
115.5,109,2786.503715
111.5,108,2786.967664
114.0,108,2787.438635
-8.0,47,2787.671803
113.75,109,2788.13725
114.75,109,2788.613871
-8.0,47,2788.818349
115.0,109,2789.277184
112.5,108,2789.709414
113.0,108,2790.175781
113.75,109,2790.636503
-8.0,47,2790.846903
-8.0,47,2791.037529
114.25,109,2791.521796
115.5,109,2795.872252
112.75,108,2796.346961
-8.0,47,2796.547595
-8.0,47,2796.777608
112.5,108,2797.254878
-8.0,47,2797.446824
-8.0,47,2797.662891
-8.0,47,2797.848183
-8.0,47,2798.053879
-8.0,47,2798.273232
116.0,109,2798.751481
116.0,109,2799.205386
113.75,109,2799.688375
-8.75,47,2799.897691
114.0,109,2800.359882
111.0,107,2800.816397
110.0,107,2801.245314
112.0,108,2801.709489
114.25,109,2802.188455
113.25,108,2802.651953
111.25,107,2803.144444
-8.0,47,2803.343544
114.75,109,2803.794744
110.75,107,2804.201912
115.5,109,2808.991982
-8.0,47,2809.181559
115.0,109,2809.635685
-8.0,47,2809.844446
-8.0,47,2810.033685
114.25,109,2810.496605
-8.0,47,2810.712793
110.5,107,2811.154613
116.0,109,2811.654429
114.5,109,2812.121482
113.25,109,2812.613156
-10.5,46,2812.811516
112.0,107,2813.282035
113.0,108,2813.771582
-8.0,47,2814.000028
111.0,107,2814.459781
115.0,109,2814.902735
111.25,107,2815.345366
114.5,109,2815.815462
113.0,109,2816.268255
-8.0,47,2816.454527
116.0,109,2816.917524
-8.0,47,2817.114405
-8.0,47,2817.316677
115.5,109,2822.306324
115.0,109,2822.804327
110.75,108,2823.248298
114.5,109,2823.721559
-8.0,47,2823.902067
112.25,108,2824.360033
-8.75,47,2824.563051
-8.0,47,2824.780203
115.0,109,2825.263299
-8.0,47,2825.462921
115.5,109,2825.953384
113.5,109,2826.414451
112.5,108,2826.882807
-10.5,46,2827.082545
-8.0,47,2827.309286
114.25,109,2827.763003
110.75,107,2828.23082
115.0,109,2828.690187
-8.0,47,2828.881651
116.0,109,2829.355715
116.0,109,2829.827796
-8.5,47,2830.034585
-8.0,47,2830.267637
-8.0,47,2830.460433
115.0,109,2835.21277
113.5,109,2835.663866
111.5,107,2836.14482
111.0,107,2836.583875
111.25,107,2837.036521
113.0,109,2837.527411
114.25,109,2838.047748
-8.75,47,2838.25295
115.0,109,2838.758256
115.0,109,2839.247485
114.75,109,2839.70218
110.25,107,2840.132112
-8.75,47,2840.335849
115.5,109,2840.799911
115.5,109,2841.271136
113.0,108,2841.739205
-8.0,47,2841.935424
113.75,109,2842.444492
113.25,108,2842.945651
-8.0,47,2843.147751
115.5,109,2843.616895
116.0,109,2848.220629
-8.0,47,2848.411215
113.25,108,2848.87155
-8.0,47,2849.084413
-8.75,47,2849.284912
116.0,109,2849.798651
-8.0,47,2850.003885
115.5,109,2850.492647
114.25,109,2850.98823
113.25,109,2851.43076
114.75,109,2851.895125
110.25,107,2852.3809
114.5,109,2852.871946
114.25,109,2853.308666
110.5,107,2853.780854
113.0,109,2854.303825
115.25,109,2854.724502
-8.5,47,2854.9095
112.0,108,2855.344491
114.25,109,2855.802119
111.0,107,2856.265566
116.0,109,2856.720453
115.5,109,2861.232314
116.0,109,2861.70801
114.25,109,2862.192012
-8.0,47,2862.388751
-8.0,47,2862.609824
112.0,107,2863.087758
115.5,109,2863.5662
114.0,109,2864.054794
114.25,109,2864.548564
-8.0,47,2864.770707
112.0,107,2865.242675
115.0,109,2865.698086
110.75,107,2866.180473
114.0,109,2866.660773
-8.0,47,2866.868682
115.0,109,2867.34068
115.0,109,2867.810122
113.5,109,2868.29002
-8.0,47,2868.503146
115.5,109,2869.027816
113.5,108,2869.507419
-8.0,47,2869.712257
-8.0,47,2869.938203
-8.0,47,2874.395866
115.5,109,2874.841838
115.5,109,2875.291252
-8.0,47,2875.483448
114.75,109,2875.950265
111.5,107,2876.382738
115.5,109,2876.858335
-8.0,47,2877.06005
-8.0,47,2877.254489
115.5,109,2877.690814
111.0,107,2878.16195
-8.0,47,2878.374491
115.25,109,2878.866117
113.75,109,2879.362024
-8.0,47,2879.595643
114.5,109,2880.115748
113.25,108,2880.577121
116.0,109,2881.050743
110.25,107,2881.550969
-8.0,47,2881.772779
114.25,109,2882.247277
115.5,109,2882.756373
-8.0,47,2882.988346
-8.0,47,2883.218108
113.5,109,2887.685833
115.25,109,2888.134834
110.0,107,2888.564215
115.0,109,2889.042011
113.5,108,2889.511317
-8.75,47,2889.707657
113.5,108,2890.161363
113.5,109,2890.684538
111.5,107,2891.157533
114.0,108,2891.632482
116.0,109,2892.088999
116.0,109,2892.541641
-8.0,47,2892.730299
115.0,109,2893.180319
116.0,109,2893.710118
-8.0,47,2893.919292
115.0,109,2894.39004
114.25,109,2894.858892
111.25,107,2895.320948
111.5,107,2895.790406
-8.0,47,2896.004793
115.5,109,2900.402887
114.5,109,2900.862013
-8.0,47,2901.048469
115.0,109,2901.514693
114.25,109,2901.979863
115.25,109,2902.452465
115.0,109,2902.931691
115.5,109,2903.373806
-8.0,47,2903.562781
114.5,109,2904.051235
-8.0,47,2904.260172
115.5,109,2904.719738
-8.0,47,2904.917994
-8.0,47,2905.099629
-8.0,47,2905.304171
-8.0,47,2905.518387
111.25,107,2906.021104
111.5,107,2906.547412
114.5,109,2907.066241
114.75,109,2907.575118
115.5,109,2908.074
-8.0,47,2908.303429
115.25,109,2908.766527
115.0,109,2913.79081
-8.0,47,2914.003774
114.5,109,2914.484104
-8.0,47,2914.695217
116.0,109,2915.180318
-8.0,47,2915.373439
-8.0,47,2915.57379
114.5,109,2916.064572
114.25,109,2916.578184
-8.0,47,2916.777345
116.0,109,2917.255432
116.0,109,2917.741953
112.75,109,2918.200511
-8.0,47,2918.41163
113.75,109,2918.908724
114.25,109,2919.367289
115.5,109,2919.841021
116.0,109,2920.330564
113.25,109,2920.814691
-8.5,47,2921.024306
-10.5,46,2921.200983
-10.5,46,2921.393605
115.25,109,2921.860976
112.0,107,2922.355049
115.5,109,2926.845495
-8.5,47,2927.054076
111.5,107,2927.539492
114.5,109,2928.028791
-8.0,47,2928.255295
115.5,109,2928.686063
-8.0,47,2928.891565
115.25,109,2929.336869
112.75,108,2929.813637
-8.0,47,2930.014266
116.0,109,2930.484841
112.0,107,2930.980606
115.0,109,2931.436813
112.0,107,2931.927402
112.0,107,2932.376538
-8.0,47,2932.589835
112.5,108,2933.037254
-8.0,47,2933.23748
-8.0,47,2933.456856
-8.5,47,2933.661634
-8.0,47,2933.865513
110.0,107,2934.293671
115.25,109,2934.785306
-8.0,47,2934.983199
113.25,108,2935.463388
114.5,109,2939.962744
115.5,109,2940.444619
113.75,109,2940.891446
110.75,107,2941.360604
111.0,107,2941.825215
115.5,109,2942.295764
115.25,109,2942.766148
114.75,109,2943.242903
113.5,108,2943.700172
115.5,109,2944.15944
-8.0,47,2944.375438
115.5,109,2944.848607
112.0,108,2945.321286
110.0,107,2945.821642
114.75,109,2946.269633
114.25,109,2946.737269
115.0,109,2947.231899
-8.0,47,2947.433312
-8.0,47,2947.651065
111.5,107,2948.120585
-8.0,47,2948.327543
114.25,109,2952.91747
115.5,109,2953.342168
-8.0,47,2953.55505
110.25,107,2954.015295
111.25,108,2954.490075
-8.0,47,2954.684647
115.25,109,2955.144257
-8.0,47,2955.339107
-8.0,47,2955.543058
111.5,107,2955.991724
-8.0,47,2956.179159
114.75,109,2956.649335
110.0,107,2957.114257
111.5,108,2957.574108
115.5,109,2958.024141
111.5,107,2958.560796
116.0,109,2959.066565
115.0,109,2959.535283
-8.5,47,2959.73229
113.5,109,2960.22572
115.0,109,2960.671031
115.5,109,2961.107219
-8.0,47,2961.302905
111.5,107,2965.557058
-8.0,47,2965.774971
-8.0,47,2965.969558
115.0,109,2966.382494
110.5,107,2966.837678
115.5,109,2967.350619
115.0,109,2967.801902
-8.0,47,2967.998504
-8.0,47,2968.220205
-8.0,47,2968.42818
111.25,107,2968.890951
-8.0,47,2969.104736
-8.0,47,2969.302402
113.0,108,2969.810884
112.0,107,2970.284322
115.25,109,2970.753519
114.5,109,2971.254952
-8.0,47,2971.477697
-8.0,47,2971.695248
115.5,109,2972.123917
115.25,109,2972.575474
114.25,109,2973.023954
114.0,109,2973.499585
116.0,109,2973.957839
113.5,108,2978.242506
112.0,107,2978.694646
-10.5,46,2978.883428
-8.0,47,2979.076739
114.75,109,2979.532922
-8.0,47,2979.733158
116.0,109,2980.190866
-8.0,47,2980.388986
116.0,109,2980.873746
114.75,109,2981.344768
-8.0,47,2981.547638
110.75,107,2982.07765
-8.0,47,2982.264656
110.5,107,2982.723529
115.0,109,2983.208376
-8.0,47,2983.427223
116.0,109,2983.915914
113.0,108,2984.393156
114.5,109,2984.874557
-8.0,47,2985.087272
115.5,109,2985.569673
-8.0,47,2985.764422
116.0,109,2986.217563
-8.0,47,2986.417022
116.0,109,2986.871257
-8.0,47,2990.82757
114.75,109,2991.305019
116.0,109,2991.766968
111.5,107,2992.249179
111.5,107,2992.731123
114.0,109,2993.180676
-8.0,47,2993.35886
-8.0,47,2993.554265
113.75,109,2994.024107
113.25,109,2994.481529
111.5,107,2994.938314
116.0,109,2995.398335
114.25,109,2995.876121
115.5,109,2996.383265
-8.0,47,2996.602494
110.5,107,2997.066045
111.5,107,2997.555378
-8.0,47,2997.750442
-8.0,47,2997.952272
112.0,107,2998.457798
115.5,109,2998.966732
-8.0,47,2999.173273
115.25,109,3003.400107
115.0,109,3003.916294
112.0,107,3004.373555
115.5,109,3004.865257
113.25,109,3005.33248
116.0,109,3005.858248
-8.0,47,3006.062652
-8.0,47,3006.270898
114.5,109,3006.74065
114.75,109,3007.219619
-8.0,47,3007.453517
-8.0,47,3007.630167
114.5,109,3008.078095
109.5,107,3008.58607
115.5,109,3009.046155
-8.0,47,3009.249263
-8.0,47,3009.459484
-8.0,47,3009.669372
114.5,109,3010.193544
116.0,109,3010.641231
-8.0,47,3010.837896
115.5,109,3011.339076
-10.5,46,3011.533612
116.0,109,3012.004532
115.5,109,3016.45366
114.0,108,3016.886914
115.5,109,3017.353277
112.0,107,3017.870033
112.0,107,3018.35835
-8.0,47,3018.558224
114.25,109,3019.054431
116.0,109,3019.591279
115.5,109,3020.052525
112.0,107,3020.469819
116.0,109,3020.903284
-8.0,47,3021.109316
112.0,107,3021.53875
116.0,109,3022.033686
-8.5,47,3022.228689
113.5,109,3022.734354
111.5,107,3023.191212
-8.75,47,3023.386808
113.0,109,3023.848863
112.0,107,3024.290901
116.0,109,3024.770625
109.25,107,3025.182782
-8.0,47,3029.617259
-8.0,47,3029.836017
111.5,107,3030.296753
114.25,109,3030.807891
112.5,108,3031.249723
114.75,109,3031.720254
-8.0,47,3031.932796
115.0,109,3032.386059
111.5,107,3032.875715
-8.0,47,3033.091751
-8.0,47,3033.27076
112.0,107,3033.734456
-8.0,47,3033.930511
111.25,107,3034.3609
116.0,109,3034.844257
114.75,109,3035.324442
109.25,107,3035.786163
-8.0,47,3036.008882
111.0,107,3036.472998
114.0,109,3036.950445
-8.0,47,3037.184391
112.0,107,3037.663484
-8.0,47,3037.863741
-8.0,47,3038.088953
115.5,109,3042.668664
111.25,107,3043.144857
-8.5,47,3043.361768
114.25,109,3043.848482
-10.5,46,3044.054258
115.25,109,3044.509742
-8.0,47,3044.72535
115.5,109,3045.210736
115.5,109,3045.69949
114.25,109,3046.162757
115.5,109,3046.628326
-8.0,47,3046.846142
111.0,107,3047.3226
113.5,109,3047.806401
116.0,109,3048.242479
-8.0,47,3048.461183
-8.0,47,3048.680026
114.0,109,3049.176115
-8.0,47,3049.400188
115.0,109,3049.882513
-8.0,47,3050.082148
114.75,109,3050.562538
-8.0,47,3050.776199
116.0,109,3051.299804
115.25,109,3056.163774
-8.75,47,3056.358799
115.25,109,3056.857641
115.5,109,3057.318414
115.25,109,3057.788033
116.0,109,3058.245305
115.5,109,3058.775327
112.0,107,3059.221585
115.25,109,3059.731089
115.25,109,3060.279234
-8.0,47,3060.451863
114.0,109,3060.921319
-8.0,47,3061.142127
-8.0,47,3061.345987
-8.0,47,3061.560372
113.0,108,3062.047647
-11.25,46,3062.257186
-8.0,47,3062.446399
-8.0,47,3062.646899
-8.0,47,3062.845704
112.0,107,3063.317413
112.0,107,3063.800573
115.0,109,3064.258192
-8.0,47,3064.451413
110.75,107,3064.906636
116.0,109,3069.979086
-8.0,47,3070.194181
113.25,108,3070.662869
116.0,109,3071.093551
112.0,107,3071.546138
115.5,109,3072.067366
116.0,109,3072.555779
116.0,109,3073.037334
114.75,109,3073.491983
115.0,109,3073.984105
-8.0,47,3074.188947
113.0,108,3074.672673
112.0,107,3075.140306
-8.0,47,3075.344629
-8.0,47,3075.546881
115.0,109,3075.974252
115.5,109,3076.401417
115.25,109,3076.872132
114.25,109,3077.355999
-8.0,47,3077.579263
114.75,109,3078.071997
116.0,109,3082.326099
-8.0,47,3082.526039
115.5,109,3083.016469
116.0,109,3083.457071
116.0,109,3083.942525
-8.0,47,3084.156839
-8.0,47,3084.332691
-8.0,47,3084.56748
-8.0,47,3084.780978
115.5,109,3085.224439
116.0,109,3085.69641
115.0,109,3086.150959
110.75,107,3086.602888
115.0,109,3087.103648
-8.0,47,3087.309506
-8.0,47,3087.508394
115.5,109,3088.006593
112.75,108,3088.473721
115.0,109,3088.956861
113.25,108,3089.442091
116.0,109,3089.972583
110.75,107,3090.446473
116.0,109,3090.884547
-8.0,47,3091.111011
-8.0,47,3095.237247
115.25,109,3095.731411
-8.0,47,3095.948366
115.5,109,3096.385093
111.25,107,3096.844883
115.0,109,3097.307034
111.75,108,3097.777377
-8.0,47,3097.998529
111.25,108,3098.451943
-8.0,47,3098.673401
-8.75,47,3098.897317
111.5,107,3099.372548
115.5,109,3099.859939
116.0,109,3100.310611
-8.5,47,3100.511779
114.75,109,3100.990769
114.5,109,3101.480579
115.5,109,3101.926435
114.5,109,3102.403817
115.25,109,3102.886046
112.5,108,3103.392469
115.0,109,3103.858908
-8.0,47,3104.069933
112.75,108,3108.507504
113.25,109,3108.975501
-8.0,47,3109.166164
115.5,109,3109.658641
116.0,109,3110.133397
114.5,109,3110.611881
-8.75,47,3110.836732
115.25,109,3111.305776
115.25,109,3111.781444
116.0,109,3112.229324
114.75,109,3112.715731
-8.0,47,3112.909623
115.5,109,3113.348899
-8.0,47,3113.53276
111.5,107,3113.968336
116.0,109,3114.442521
110.5,107,3114.902939
115.5,109,3115.310431
114.75,109,3115.766716
-8.5,47,3115.974026
114.5,109,3116.471414
-8.0,47,3116.67097
116.0,109,3121.134919
-8.0,47,3121.343068
-8.0,47,3121.551632
110.75,107,3122.031926
-8.0,47,3122.243083
115.5,109,3122.721825
-8.0,47,3122.959541
-8.0,47,3123.172852
111.5,107,3123.676838
116.0,109,3124.187459
116.0,109,3124.663795
-8.0,47,3124.871356
-8.0,47,3125.079599
115.5,109,3125.561974
112.25,108,3126.043645
114.5,109,3126.471359
-8.0,47,3126.673615
-8.0,47,3126.892
-8.0,47,3127.107143
116.0,109,3127.603152
-8.0,47,3127.799285
